case,completeTime,b0,b1,b2,b3,b4,b5,b6,b7,b8
2212,0,0,0,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,0,0,0
2212,0,0,0,0,0,0,0,0,0,0
2212,5979093,0,0,1,0,0,0,0,0,0
2212,6458366,1,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0
2213,267010,0,1,0,0,0,0,0,0,0
2213,1484076,1,0,0,0,0,0,0,0,0
2213,1777218,0,1,0,0,0,0,0,0,0
2213,1986462,0,1,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2214,0,0,0,0,0,0,0,0,0,0
2214,1908720,0,0,0,1,0,0,0,0,0
2214,4612845,1,0,0,0,0,0,0,0,0
2215,0,0,0,0,0,0,0,0,0,0
2215,0,0,0,0,0,0,0,0,0,0
2215,0,0,0,0,0,0,0,0,0,0
2215,722395,0,0,0,1,0,0,0,0,0
2215,943097,1,0,0,0,0,0,0,0,0
2215,2905141,1,0,0,0,0,0,0,0,0
2215,2999801,0,0,1,0,0,0,0,0,0
2215,3960529,0,1,0,0,0,0,0,0,0
2215,5337843,0,0,0,1,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0,0
2216,0,0,0,0,0,0,0,0,0,0
2216,2251407,0,0,0,1,0,0,0,0,0
2216,4726503,0,0,0,1,0,0,0,0,0
2216,5917456,1,0,0,0,0,0,0,0,0
2217,0,0,0,0,0,0,0,0,0,0
2217,0,0,0,0,0,0,0,0,0,0
2217,0,0,0,0,0,0,0,0,0,0
2217,0,0,0,0,0,0,0,0,0,0
2217,0,0,0,0,0,0,0,0,0,0
2217,1794799,1,0,0,0,0,0,0,0,0
2217,3829966,0,0,1,0,0,0,0,0,0
2217,5575995,1,0,0,0,0,0,0,0,0
2217,6556409,0,0,1,0,0,0,0,0,0
2218,0,0,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,0,0,0,0,0
2218,0,0,0,0,0,0,0,0,0,0
2218,895767,0,0,1,0,0,0,0,0,0
2218,1586309,0,1,0,0,0,0,0,0,0
2218,2823092,0,0,1,0,0,0,0,0,0
2218,6147543,1,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0
2219,5276369,0,0,0,1,0,0,0,0,0
2219,5971719,0,0,0,1,0,0,0,0,0
2219,6785458,0,1,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0
2220,352275,0,0,0,1,0,0,0,0,0
2220,682447,0,0,1,0,0,0,0,0,0
2220,3318811,0,1,0,0,0,0,0,0,0
2220,5969247,1,0,0,0,0,0,0,0,0
2221,0,0,0,0,0,0,0,0,0,0
2221,0,0,0,0,0,0,0,0,0,0
2221,0,0,0,0,0,0,0,0,0,0
2221,3144085,0,1,0,0,0,0,0,0,0
2221,4315953,0,1,0,0,0,0,0,0,0
2221,4506819,0,1,0,0,0,0,0,0,0
2221,4940340,0,0,0,1,0,0,0,0,0
2221,7081226,0,0,1,0,0,0,0,0,0
2221,7530383,0,0,0,1,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0,0,0,0
2222,2182486,0,0,0,1,0,0,0,0,0
2222,6600224,0,0,0,1,0,0,0,0,0
2222,7871357,1,0,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0,0,0,0
2223,1596113,0,0,1,0,0,0,0,0,0
2223,1979882,0,0,0,1,0,0,0,0,0
2223,2272204,0,1,0,0,0,0,0,0,0
2223,5754746,0,0,0,1,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0,0,0,0
2224,6895036,0,0,0,1,0,0,0,0,0
2224,7502268,1,0,0,0,0,0,0,0,0
2224,7686450,0,0,0,1,0,0,0,0,0
2225,0,0,0,0,0,0,0,0,0,0
2225,0,0,0,0,0,0,0,0,0,0
2225,0,0,0,0,0,0,0,0,0,0
2225,0,0,0,0,0,0,0,0,0,0
2225,358655,0,0,0,1,0,0,0,0,0
2225,943455,1,0,0,0,0,0,0,0,0
2225,1911293,0,0,1,0,0,0,0,0,0
2225,5873246,1,0,0,0,0,0,0,0,0
2225,7462308,0,1,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0,0,0,0
2226,176599,0,0,1,0,0,0,0,0,0
2226,2011483,1,0,0,0,0,0,0,0,0
2226,3896268,0,1,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,0,0,0,0,0,0,0,0,0,0
2227,4646495,0,0,0,1,0,0,0,0,0
2228,0,0,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,0,0,0,0
2228,1860968,0,1,0,0,0,0,0,0,0
2228,3264681,0,1,0,0,0,0,0,0,0
2228,3420018,0,0,1,0,0,0,0,0,0
2228,4127329,0,0,0,1,0,0,0,0,0
2228,4198800,1,0,0,0,0,0,0,0,0
2229,0,0,0,0,0,0,0,0,0,0
2229,0,0,0,0,0,0,0,0,0,0
2229,503569,0,0,0,1,0,0,0,0,0
2229,2131674,1,0,0,0,0,0,0,0,0
2229,2267573,0,1,0,0,0,0,0,0,0
2229,2690375,1,0,0,0,0,0,0,0,0
2229,3981460,0,0,0,1,0,0,0,0,0
2229,4252601,0,0,1,0,0,0,0,0,0
2229,6316885,1,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0,0,0,0
2230,648518,0,0,1,0,0,0,0,0,0
2230,2358974,1,0,0,0,0,0,0,0,0
2230,3395897,1,0,0,0,0,0,0,0,0
2230,6609373,0,1,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0
2231,0,0,0,0,0,0,0,0,0,0
2231,2577122,0,0,1,0,0,0,0,0,0
2231,2679880,0,0,0,1,0,0,0,0,0
2231,6249964,0,0,1,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,0,0
2232,2838416,1,0,0,0,0,0,0,0,0
2232,3180497,0,0,1,0,0,0,0,0,0
2232,5897151,1,0,0,0,0,0,0,0,0
2232,5922929,0,1,0,0,0,0,0,0,0
2232,6830237,0,0,0,1,0,0,0,0,0
2232,7547320,0,0,0,1,0,0,0,0,0
2233,0,0,0,0,0,0,0,0,0,0
2233,0,0,0,0,0,0,0,0,0,0
2233,0,0,0,0,0,0,0,0,0,0
2233,419811,0,1,0,0,0,0,0,0,0
2233,964110,1,0,0,0,0,0,0,0,0
2233,1157951,1,0,0,0,0,0,0,0,0
2233,2821360,0,0,1,0,0,0,0,0,0
2233,3137129,0,1,0,0,0,0,0,0,0
2233,7358950,1,0,0,0,0,0,0,0,0
2234,0,0,0,0,0,0,0,0,0,0
2234,0,0,0,0,0,0,0,0,0,0
2234,1387161,0,0,1,0,0,0,0,0,0
2234,1640534,1,0,0,0,0,0,0,0,0
2234,2782199,0,0,1,0,0,0,0,0,0
2234,4152885,0,1,0,0,0,0,0,0,0
2234,4408013,1,0,0,0,0,0,0,0,0
2234,6091184,0,0,1,0,0,0,0,0,0
2234,7478524,0,0,0,1,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,0,0
2235,1094552,0,1,0,0,0,0,0,0,0
2235,1906401,1,0,0,0,0,0,0,0,0
2235,5199952,1,0,0,0,0,0,0,0,0
2235,6594143,0,1,0,0,0,0,0,0,0
2236,0,0,0,0,0,0,0,0,0,0
2236,0,0,0,0,0,0,0,0,0,0
2236,0,0,0,0,0,0,0,0,0,0
2236,23038,0,0,0,1,0,0,0,0,0
2236,1493471,0,1,0,0,0,0,0,0,0
2236,1670847,0,0,0,1,0,0,0,0,0
2236,2248399,1,0,0,0,0,0,0,0,0
2236,6419052,0,0,1,0,0,0,0,0,0
2236,7417957,1,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0
2237,3310210,1,0,0,0,0,0,0,0,0
2237,4129327,0,0,1,0,0,0,0,0,0
2237,4400620,0,1,0,0,0,0,0,0,0
2237,7363007,1,0,0,0,0,0,0,0,0
2238,0,0,0,0,0,0,0,0,0,0
2238,0,0,0,0,0,0,0,0,0,0
2238,1311715,0,0,0,1,0,0,0,0,0
2238,1586755,0,0,1,0,0,0,0,0,0
2238,1936001,0,0,0,1,0,0,0,0,0
2238,3664998,0,0,1,0,0,0,0,0,0
2238,5786555,0,1,0,0,0,0,0,0,0
2238,6414214,1,0,0,0,0,0,0,0,0
2238,7184189,0,0,1,0,0,0,0,0,0
2239,0,0,0,0,0,0,0,0,0,0
2239,0,0,0,0,0,0,0,0,0,0
2239,0,0,0,0,0,0,0,0,0,0
2239,0,0,0,0,0,0,0,0,0,0
2239,0,0,0,0,0,0,0,0,0,0
2239,716839,0,0,0,1,0,0,0,0,0
2239,2480935,0,0,0,1,0,0,0,0,0
2239,4249235,1,0,0,0,0,0,0,0,0
2239,7113931,1,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0
2240,2289951,0,1,0,0,0,0,0,0,0
2240,3113243,0,0,0,1,0,0,0,0,0
2240,3426633,0,1,0,0,0,0,0,0,0
2240,4677503,0,1,0,0,0,0,0,0,0
2240,6427464,0,0,0,1,0,0,0,0,0
2241,0,0,0,0,0,0,0,0,0,0
2241,0,0,0,0,0,0,0,0,0,0
2241,0,0,0,0,0,0,0,0,0,0
2241,672945,0,1,0,0,0,0,0,0,0
2241,2465454,0,0,0,1,0,0,0,0,0
2241,2795321,0,1,0,0,0,0,0,0,0
2241,4883875,0,0,0,1,0,0,0,0,0
2241,6317262,1,0,0,0,0,0,0,0,0
2241,7667207,0,0,1,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0
2242,6435792,0,1,0,0,0,0,0,0,0
2243,0,0,0,0,0,0,0,0,0,0
2243,0,0,0,0,0,0,0,0,0,0
2243,0,0,0,0,0,0,0,0,0,0
2243,0,0,0,0,0,0,0,0,0,0
2243,0,0,0,0,0,0,0,0,0,0
2243,935360,0,1,0,0,0,0,0,0,0
2243,1910141,0,1,0,0,0,0,0,0,0
2243,2844063,0,1,0,0,0,0,0,0,0
2243,7346834,0,0,0,1,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2244,0,0,0,0,0,0,0,0,0,0
2244,7559849,0,1,0,0,0,0,0,0,0
2244,7856347,0,0,0,1,0,0,0,0,0
2245,0,0,0,0,0,0,0,0,0,0
2245,0,0,0,0,0,0,0,0,0,0
2245,0,0,0,0,0,0,0,0,0,0
2245,0,0,0,0,0,0,0,0,0,0
2245,4210742,1,0,0,0,0,0,0,0,0
2245,4340606,1,0,0,0,0,0,0,0,0
2245,4583934,1,0,0,0,0,0,0,0,0
2245,6086662,0,0,0,1,0,0,0,0,0
2245,6574792,0,0,1,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2246,0,0,0,0,0,0,0,0,0,0
2246,2405657,0,0,1,0,0,0,0,0,0
2246,3916148,0,1,0,0,0,0,0,0,0
2246,4035662,0,0,1,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2247,0,0,0,0,0,0,0,0,0,0
2247,2641611,0,0,0,1,0,0,0,0,0
2247,5476942,0,0,0,1,0,0,0,0,0
2247,7927095,0,0,0,1,0,0,0,0,0
2248,0,0,0,0,0,0,0,0,0,0
2248,0,0,0,0,0,0,0,0,0,0
2248,0,0,0,0,0,0,0,0,0,0
2248,1277845,0,0,0,1,0,0,0,0,0
2248,2151733,0,0,1,0,0,0,0,0,0
2248,3662114,1,0,0,0,0,0,0,0,0
2248,5335068,0,0,1,0,0,0,0,0,0
2248,6811905,0,1,0,0,0,0,0,0,0
2248,7300659,0,1,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0
2249,271050,0,1,0,0,0,0,0,0,0
2249,4814681,0,0,1,0,0,0,0,0,0
2249,6007020,1,0,0,0,0,0,0,0,0
2249,7944337,1,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0
2250,633310,1,0,0,0,0,0,0,0,0
2250,4096581,0,0,1,0,0,0,0,0,0
2250,5928123,0,0,1,0,0,0,0,0,0
2251,0,0,0,0,0,0,0,0,0,0
2251,0,0,0,0,0,0,0,0,0,0
2251,0,0,0,0,0,0,0,0,0,0
2251,626385,0,0,0,1,0,0,0,0,0
2251,2460757,1,0,0,0,0,0,0,0,0
2251,4917938,0,0,0,1,0,0,0,0,0
2251,6552267,0,0,1,0,0,0,0,0,0
2251,6843047,0,0,1,0,0,0,0,0,0
2251,7643330,1,0,0,0,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0
2252,818207,0,0,0,1,0,0,0,0,0
2252,2650019,0,1,0,0,0,0,0,0,0
2252,3946182,0,0,0,1,0,0,0,0,0
2252,5187810,0,1,0,0,0,0,0,0,0
2252,7824780,0,1,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0
2254,1804827,0,0,0,1,0,0,0,0,0
2254,4221048,1,0,0,0,0,0,0,0,0
2254,7748150,0,0,0,1,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0
2255,2272680,0,0,1,0,0,0,0,0,0
2255,6340522,0,0,0,1,0,0,0,0,0
2256,0,0,0,0,0,0,0,0,0,0
2256,0,0,0,0,0,0,0,0,0,0
2256,0,0,0,0,0,0,0,0,0,0
2256,1412400,1,0,0,0,0,0,0,0,0
2256,3586872,0,1,0,0,0,0,0,0,0
2256,4275694,0,0,1,0,0,0,0,0,0
2256,4762181,1,0,0,0,0,0,0,0,0
2256,5080517,0,1,0,0,0,0,0,0,0
2256,6531911,1,0,0,0,0,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,0
2257,4074367,1,0,0,0,0,0,0,0,0
2257,5768189,0,1,0,0,0,0,0,0,0
2257,5919145,0,0,0,1,0,0,0,0,0
2257,7035396,1,0,0,0,0,0,0,0,0
2258,0,0,0,0,0,0,0,0,0,0
2258,0,0,0,0,0,0,0,0,0,0
2258,0,0,0,0,0,0,0,0,0,0
2258,0,0,0,0,0,0,0,0,0,0
2258,3566626,0,0,1,0,0,0,0,0,0
2258,4905266,0,1,0,0,0,0,0,0,0
2258,5244806,0,1,0,0,0,0,0,0,0
2258,6732383,0,0,0,1,0,0,0,0,0
2258,7327203,1,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0
2259,2341774,1,0,0,0,0,0,0,0,0
2259,3921835,0,0,0,1,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0
2260,85988,0,0,1,0,0,0,0,0,0
2260,3862458,0,0,1,0,0,0,0,0,0
2260,6917630,0,0,1,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0,0,0,0
2261,1706702,0,0,0,1,0,0,0,0,0
2261,3110449,0,0,0,1,0,0,0,0,0
2261,3422503,0,1,0,0,0,0,0,0,0
2262,0,0,0,0,0,0,0,0,0,0
2262,0,0,0,0,0,0,0,0,0,0
2262,0,0,0,0,0,0,0,0,0,0
2262,0,0,0,0,0,0,0,0,0,0
2262,860800,0,0,0,1,0,0,0,0,0
2262,2791495,0,1,0,0,0,0,0,0,0
2262,5267000,0,1,0,0,0,0,0,0,0
2262,6615274,1,0,0,0,0,0,0,0,0
2262,7684767,0,0,1,0,0,0,0,0,0
2263,0,0,0,0,0,0,0,0,0,0
2263,0,0,0,0,0,0,0,0,0,0
2263,0,0,0,0,0,0,0,0,0,0
2263,0,0,0,0,0,0,0,0,0,0
2263,2410864,0,0,1,0,0,0,0,0,0
2263,2656325,0,0,0,1,0,0,0,0,0
2263,3599872,0,0,0,1,0,0,0,0,0
2263,5387368,0,1,0,0,0,0,0,0,0
2263,7792450,0,1,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0,0,0,0
2264,2347719,0,0,1,0,0,0,0,0,0
2264,7524357,0,0,0,1,0,0,0,0,0
2264,7896656,0,0,0,1,0,0,0,0,0
2265,0,0,0,0,0,0,0,0,0,0
2265,0,0,0,0,0,0,0,0,0,0
2265,0,0,0,0,0,0,0,0,0,0
2265,0,0,0,0,0,0,0,0,0,0
2265,0,0,0,0,0,0,0,0,0,0
2265,1397520,0,1,0,0,0,0,0,0,0
2265,1688797,0,0,1,0,0,0,0,0,0
2265,3617284,0,0,0,1,0,0,0,0,0
2265,7318753,0,0,0,1,0,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,0
2266,1723549,0,0,1,0,0,0,0,0,0
2266,3001975,1,0,0,0,0,0,0,0,0
2266,4532300,0,1,0,0,0,0,0,0,0
2266,6102616,0,1,0,0,0,0,0,0,0
2266,6422620,0,1,0,0,0,0,0,0,0
2266,7452108,0,1,0,0,0,0,0,0,0
2267,0,0,0,0,0,0,0,0,0,0
2267,0,0,0,0,0,0,0,0,0,0
2267,0,0,0,0,0,0,0,0,0,0
2267,1677766,0,1,0,0,0,0,0,0,0
2267,3737058,1,0,0,0,0,0,0,0,0
2267,4017638,0,0,1,0,0,0,0,0,0
2267,5337212,1,0,0,0,0,0,0,0,0
2267,7467713,1,0,0,0,0,0,0,0,0
2267,7632492,0,0,1,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0
2268,1414191,0,1,0,0,0,0,0,0,0
2268,3103675,0,0,0,1,0,0,0,0,0
2268,4563905,0,0,1,0,0,0,0,0,0
2268,7320922,0,1,0,0,0,0,0,0,0
2269,0,0,0,0,0,0,0,0,0,0
2269,1959924,0,1,0,0,0,0,0,0,0
2269,3515785,0,1,0,0,0,0,0,0,0
2269,4251817,0,0,0,1,0,0,0,0,0
2269,4848636,0,0,0,1,0,0,0,0,0
2269,5529866,0,0,0,1,0,0,0,0,0
2269,6324881,0,0,0,1,0,0,0,0,0
2269,6395385,1,0,0,0,0,0,0,0,0
2269,6397504,0,1,0,0,0,0,0,0,0
2270,0,0,0,0,0,0,0,0,0,0
2270,0,0,0,0,0,0,0,0,0,0
2270,293997,0,0,0,1,0,0,0,0,0
2270,1659419,1,0,0,0,0,0,0,0,0
2270,1808390,1,0,0,0,0,0,0,0,0
2270,3598579,0,1,0,0,0,0,0,0,0
2270,4052100,0,1,0,0,0,0,0,0,0
2270,5044541,0,1,0,0,0,0,0,0,0
2270,6006605,0,1,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0
2271,486012,0,1,0,0,0,0,0,0,0
2271,1403551,0,0,0,1,0,0,0,0,0
2271,6407151,0,0,0,1,0,0,0,0,0
2271,7562818,0,0,1,0,0,0,0,0,0
2271,7703834,0,0,1,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,0,0
2272,1277247,1,0,0,0,0,0,0,0,0
2272,4581456,1,0,0,0,0,0,0,0,0
2272,7664299,0,0,0,1,0,0,0,0,0
2272,7920742,1,0,0,0,0,0,0,0,0
2273,0,0,0,0,0,0,0,0,0,0
2273,0,0,0,0,0,0,0,0,0,0
2273,0,0,0,0,0,0,0,0,0,0
2273,1192182,0,1,0,0,0,0,0,0,0
2273,1255743,0,1,0,0,0,0,0,0,0
2273,1475645,1,0,0,0,0,0,0,0,0
2273,2372467,0,0,1,0,0,0,0,0,0
2273,3431548,1,0,0,0,0,0,0,0,0
2273,7792135,1,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0,0,0
2274,2317073,0,0,1,0,0,0,0,0,0
2274,2780284,0,0,1,0,0,0,0,0,0
2274,6825938,1,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0
2275,0,0,0,0,0,0,0,0,0,0
2275,831506,0,0,1,0,0,0,0,0,0
2275,6021612,0,1,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0
2276,2396410,0,0,0,1,0,0,0,0,0
2276,2852156,0,1,0,0,0,0,0,0,0
2277,0,0,0,0,0,0,0,0,0,0
2277,0,0,0,0,0,0,0,0,0,0
2277,0,0,0,0,0,0,0,0,0,0
2277,0,0,0,0,0,0,0,0,0,0
2277,0,0,0,0,0,0,0,0,0,0
2277,1336792,0,0,1,0,0,0,0,0,0
2277,2244656,0,0,0,1,0,0,0,0,0
2277,2842032,1,0,0,0,0,0,0,0,0
2277,5968430,0,0,1,0,0,0,0,0,0
2278,0,0,0,0,0,0,0,0,0,0
2278,0,0,0,0,0,0,0,0,0,0
